Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
6496	SgrmBroker.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6496	SgrmBroker.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
6496	SgrmBroker.exe	8	SeSecurityPrivilege		Manage auditing and security log
6496	SgrmBroker.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6496	SgrmBroker.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6496	SgrmBroker.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
6496	SgrmBroker.exe	12	SeSystemtimePrivilege		Change the system time
6496	SgrmBroker.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
6496	SgrmBroker.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
6496	SgrmBroker.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
6496	SgrmBroker.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
6496	SgrmBroker.exe	17	SeBackupPrivilege		Backup files and directories
6496	SgrmBroker.exe	18	SeRestorePrivilege		Restore files and directories
6496	SgrmBroker.exe	19	SeShutdownPrivilege		Shut down the system
6496	SgrmBroker.exe	20	SeDebugPrivilege	Default	Debug programs
6496	SgrmBroker.exe	21	SeAuditPrivilege	Default	Generate security audits
6496	SgrmBroker.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6496	SgrmBroker.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6496	SgrmBroker.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6496	SgrmBroker.exe	25	SeUndockPrivilege		Remove computer from docking station
6496	SgrmBroker.exe	26	SeSyncAgentPrivilege		Synch directory service data
6496	SgrmBroker.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6496	SgrmBroker.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6496	SgrmBroker.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
6496	SgrmBroker.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
6496	SgrmBroker.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6496	SgrmBroker.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6496	SgrmBroker.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
6496	SgrmBroker.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
6496	SgrmBroker.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
6496	SgrmBroker.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
6992	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
6992	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
6992	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
6992	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
6992	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
6992	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
6992	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
6992	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6992	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
6992	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
6992	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
6992	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
6992	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6992	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
6992	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
6992	svchost.exe	17	SeBackupPrivilege		Backup files and directories
6992	svchost.exe	18	SeRestorePrivilege		Restore files and directories
6992	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
6992	svchost.exe	20	SeDebugPrivilege		Debug programs
6992	svchost.exe	21	SeAuditPrivilege	Present	Generate security audits
6992	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6992	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6992	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6992	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
6992	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
6992	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6992	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
6992	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
6992	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
6992	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6992	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6992	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6992	svchost.exe	34	SeTimeZonePrivilege	Present	Adjust the time zone of the computer's internal clock
6992	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6992	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
3368	MoUsoCoreWorke	2	SeCreateTokenPrivilege		Create a token object
3368	MoUsoCoreWorke	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3368	MoUsoCoreWorke	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3368	MoUsoCoreWorke	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3368	MoUsoCoreWorke	6	SeMachineAccountPrivilege		Add workstations to the domain
3368	MoUsoCoreWorke	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3368	MoUsoCoreWorke	8	SeSecurityPrivilege	Present	Manage auditing and security log
3368	MoUsoCoreWorke	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3368	MoUsoCoreWorke	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3368	MoUsoCoreWorke	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3368	MoUsoCoreWorke	12	SeSystemtimePrivilege	Present	Change the system time
3368	MoUsoCoreWorke	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3368	MoUsoCoreWorke	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3368	MoUsoCoreWorke	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3368	MoUsoCoreWorke	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3368	MoUsoCoreWorke	17	SeBackupPrivilege	Present,Enabled	Backup files and directories
3368	MoUsoCoreWorke	18	SeRestorePrivilege	Present,Enabled	Restore files and directories
3368	MoUsoCoreWorke	19	SeShutdownPrivilege	Present	Shut down the system
3368	MoUsoCoreWorke	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3368	MoUsoCoreWorke	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3368	MoUsoCoreWorke	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3368	MoUsoCoreWorke	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3368	MoUsoCoreWorke	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3368	MoUsoCoreWorke	25	SeUndockPrivilege	Present	Remove computer from docking station
3368	MoUsoCoreWorke	26	SeSyncAgentPrivilege		Synch directory service data
3368	MoUsoCoreWorke	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3368	MoUsoCoreWorke	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3368	MoUsoCoreWorke	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3368	MoUsoCoreWorke	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3368	MoUsoCoreWorke	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3368	MoUsoCoreWorke	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3368	MoUsoCoreWorke	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3368	MoUsoCoreWorke	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
3368	MoUsoCoreWorke	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
3368	MoUsoCoreWorke	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
3692	WmiPrvSE.exe	2	SeCreateTokenPrivilege		Create a token object
3692	WmiPrvSE.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
3692	WmiPrvSE.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
3692	WmiPrvSE.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
3692	WmiPrvSE.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
3692	WmiPrvSE.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
3692	WmiPrvSE.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
3692	WmiPrvSE.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
3692	WmiPrvSE.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
3692	WmiPrvSE.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
3692	WmiPrvSE.exe	12	SeSystemtimePrivilege	Present	Change the system time
3692	WmiPrvSE.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
3692	WmiPrvSE.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
3692	WmiPrvSE.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
3692	WmiPrvSE.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
3692	WmiPrvSE.exe	17	SeBackupPrivilege	Present,Enabled	Backup files and directories
3692	WmiPrvSE.exe	18	SeRestorePrivilege	Present,Enabled	Restore files and directories
3692	WmiPrvSE.exe	19	SeShutdownPrivilege	Present	Shut down the system
3692	WmiPrvSE.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
3692	WmiPrvSE.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
3692	WmiPrvSE.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
3692	WmiPrvSE.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
3692	WmiPrvSE.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
3692	WmiPrvSE.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
3692	WmiPrvSE.exe	26	SeSyncAgentPrivilege		Synch directory service data
3692	WmiPrvSE.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
3692	WmiPrvSE.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
3692	WmiPrvSE.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
3692	WmiPrvSE.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
3692	WmiPrvSE.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
3692	WmiPrvSE.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
3692	WmiPrvSE.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
3692	WmiPrvSE.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
3692	WmiPrvSE.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
3692	WmiPrvSE.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
6244	ShellExperienc	2	SeCreateTokenPrivilege		Create a token object
6244	ShellExperienc	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6244	ShellExperienc	4	SeLockMemoryPrivilege		Lock pages in memory
6244	ShellExperienc	5	SeIncreaseQuotaPrivilege		Increase quotas
6244	ShellExperienc	6	SeMachineAccountPrivilege		Add workstations to the domain
6244	ShellExperienc	7	SeTcbPrivilege		Act as part of the operating system
6244	ShellExperienc	8	SeSecurityPrivilege		Manage auditing and security log
6244	ShellExperienc	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
6244	ShellExperienc	10	SeLoadDriverPrivilege		Load and unload device drivers
6244	ShellExperienc	11	SeSystemProfilePrivilege		Profile system performance
6244	ShellExperienc	12	SeSystemtimePrivilege		Change the system time
6244	ShellExperienc	13	SeProfileSingleProcessPrivilege		Profile a single process
6244	ShellExperienc	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
6244	ShellExperienc	15	SeCreatePagefilePrivilege		Create a pagefile
6244	ShellExperienc	16	SeCreatePermanentPrivilege		Create permanent shared objects
6244	ShellExperienc	17	SeBackupPrivilege		Backup files and directories
6244	ShellExperienc	18	SeRestorePrivilege		Restore files and directories
6244	ShellExperienc	19	SeShutdownPrivilege		Shut down the system
6244	ShellExperienc	20	SeDebugPrivilege		Debug programs
6244	ShellExperienc	21	SeAuditPrivilege		Generate security audits
6244	ShellExperienc	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
6244	ShellExperienc	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
6244	ShellExperienc	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
6244	ShellExperienc	25	SeUndockPrivilege		Remove computer from docking station
6244	ShellExperienc	26	SeSyncAgentPrivilege		Synch directory service data
6244	ShellExperienc	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
6244	ShellExperienc	28	SeManageVolumePrivilege		Manage the files on a volume
6244	ShellExperienc	29	SeImpersonatePrivilege		Impersonate a client after authentication
6244	ShellExperienc	30	SeCreateGlobalPrivilege		Create global objects
6244	ShellExperienc	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
6244	ShellExperienc	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
6244	ShellExperienc	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
6244	ShellExperienc	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
6244	ShellExperienc	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
6244	ShellExperienc	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
6548	RuntimeBroker.	2	SeCreateTokenPrivilege		Create a token object
6548	RuntimeBroker.	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
6548	RuntimeBroker.	4	SeLockMemoryPrivilege		Lock pages in memory
6548	RuntimeBroker.	5	SeIncreaseQuotaPrivilege		Increase quotas
6548	RuntimeBroker.	6	SeMachineAccountPrivilege		Add workstations to the domain
6548	RuntimeBroker.	7	SeTcbPrivilege		Act as part of the operating system
6548	RuntimeBroker.	8	SeSecurityPrivilege		Manage auditing and security log
